EEG 1, EEG 2, EEG 3, EEG 4, EEG 5, EEG 6, EEG 7, EEG 8, TRIG
259882.800,256346.700,385240.300,399165.900,223043.500,209011.900,215515.400,224928.200,0.000
259882.000,256348.000,385228.500,399160.100,223033.600,209011.900,215514.200,224927.400,0.000
259885.800,256351.000,385233.800,399165.200,223033.900,209014.600,215517.900,224930.400,0.000
259891.700,256352.700,385241.400,399172.800,223049.800,209021.500,215528.900,224936.800,0.000
259887.400,256348.400,385238.400,399165.700,223051.000,209015.900,215524.700,224933.200,0.000
259883.600,256348.100,385238.500,399158.300,223038.800,209006.000,215512.300,224929.300,0.000
259882.000,256349.800,385241.700,399163.400,223035.600,209006.200,215512.500,224930.600,0.000
259890.100,256355.200,385249.100,399172.300,223045.200,209008.800,215513.700,224927.700,0.000
259897.400,256359.000,385253.600,399174.000,223053.600,209010.600,215516.700,224929.600,0.000
259890.300,256353.900,385241.800,399160.000,223038.000,209003.000,215511.400,224926.400,0.000
259889.400,256353.900,385241.100,399158.600,223025.000,209000.200,215511.800,224926.900,0.000
259892.000,256354.500,385240.700,399167.100,223032.700,209005.300,215516.300,224929.000,0.000
259887.100,256345.800,385236.300,399156.900,223042.300,209005.400,215513.700,224925.100,0.000
259883.500,256345.300,385239.100,399150.300,223032.400,209001.400,215506.600,224920.300,0.000
259880.200,256344.900,385233.100,399143.700,223021.300,208996.500,215502.400,224920.500,0.000
259885.000,256348.000,385232.600,399149.300,223030.500,209002.600,215509.700,224924.300,0.000
259896.100,256353.300,385241.600,399154.100,223046.800,209010.400,215520.700,224932.000,0.000
259899.300,256360.000,385249.700,399158.500,223048.000,209014.100,215522.800,224936.300,0.000
259889.500,256354.900,385241.400,399153.800,223039.000,209011.200,215517.700,224932.200,0.000
259885.400,256351.200,385237.700,399157.700,223037.000,209009.800,215516.700,224932.200,0.000
259896.000,256357.400,385243.300,399172.400,223049.200,209014.700,215526.600,224938.600,0.000
259892.800,256354.600,385248.400,399165.300,223046.300,209014.500,215525.400,224942.300,0.000
259888.000,256352.800,385250.800,399168.100,223036.500,209011.400,215521.000,224943.700,0.000
259884.500,256349.800,385247.500,399163.700,223032.600,209007.900,215514.800,224936.900,0.000
259894.800,256354.800,385257.600,399173.300,223046.800,209017.100,215526.600,224944.100,0.000
259890.800,256353.200,385252.500,399171.200,223051.300,209018.000,215527.600,224943.600,0.000
259891.400,256357.100,385255.000,399172.000,223043.200,209014.100,215525.400,224943.900,0.000
259891.000,256358.800,385247.300,399167.800,223034.700,209010.500,215525.900,224944.800,0.000
259899.000,256364.800,385253.200,399173.200,223047.400,209016.300,215533.300,224947.600,0.000
259903.100,256368.200,385254.300,399174.000,223053.500,209016.100,215532.100,224948.700,0.000
259898.900,256365.200,385250.300,399167.100,223038.500,209008.600,215516.700,224939.700,0.000
259898.900,256366.800,385245.200,399162.700,223029.700,209003.300,215506.200,224931.500,0.000
259904.300,256370.300,385251.500,399158.800,223035.800,209003.800,215507.600,224929.300,0.000
259915.000,256380.300,385261.900,399168.100,223049.700,209012.600,215516.700,224934.000,0.000
259908.300,256378.500,385258.300,399164.500,223039.800,209009.700,215509.600,224931.400,0.000
259898.500,256371.100,385250.700,399153.800,223026.500,209001.200,215501.100,224923.900,0.000
259900.900,256368.800,385246.000,399155.900,223031.000,209003.000,215499.600,224923.700,0.000
259898.800,256361.900,385236.600,399150.400,223036.900,209003.500,215495.500,224920.000,0.000
259892.500,256361.000,385223.700,399151.800,223028.100,209003.400,215494.800,224921.700,0.000
259889.000,256360.500,385230.000,399150.100,223022.300,209003.800,215494.600,224926.200,0.000
259885.200,256356.200,385229.100,399146.000,223026.000,209006.600,215499.600,224929.700,0.000
259887.800,256354.200,385233.100,399151.500,223042.200,209013.900,215509.500,224936.300,0.000
259893.800,256360.300,385244.900,399156.700,223046.300,209019.600,215513.000,224944.700,0.000
259892.400,256363.300,385245.300,399156.200,223036.900,209017.800,215514.200,224947.900,0.000
259891.000,256363.600,385244.800,399163.500,223040.000,209019.500,215519.600,224950.800,0.000
259899.600,256369.300,385246.200,399169.400,223054.100,209023.700,215525.100,224954.300,0.000
259901.100,256371.900,385245.100,399162.300,223050.100,209020.500,215514.500,224947.400,0.000
259893.400,256369.300,385242.600,399156.800,223034.600,209012.800,215506.200,224942.300,0.000
259889.500,256365.500,385238.300,399156.200,223030.600,209011.600,215505.600,224943.000,0.000
259902.000,256371.300,385244.300,399159.300,223045.300,209017.700,215511.300,224945.500,0.000
259905.700,256374.900,385251.900,399160.100,223048.600,209017.300,215509.000,224941.700,0.000
259898.500,256371.800,385243.900,399152.600,223039.400,209012.400,215500.400,224934.700,0.000
259902.100,256373.400,385244.500,399153.800,223038.900,209015.700,215503.200,224936.300,0.000
259911.300,256378.200,385244.800,399160.400,223049.700,209022.400,215510.000,224936.300,0.000
259913.100,256377.800,385245.600,399158.900,223055.100,209023.300,215512.600,224937.300,0.000
259906.400,256373.000,385241.400,399147.900,223042.200,209017.500,215503.800,224932.700,0.000
259901.500,256370.000,385229.500,399142.400,223029.700,209012.100,215498.600,224930.800,0.000
259910.500,256376.600,385236.000,399149.800,223037.300,209016.400,215506.300,224937.800,0.000
259920.900,256382.900,385248.800,399155.300,223049.200,209021.600,215512.200,224941.600,0.000
259921.800,256385.800,385251.800,399155.100,223045.300,209019.500,215509.200,224944.200,0.000
259922.500,256389.100,385253.200,399158.700,223037.600,209015.500,215508.600,224945.200,0.000
259922.300,256386.200,385255.600,399159.400,223043.700,209018.100,215512.400,224945.300,0.000
259921.400,256381.900,385260.600,399148.300,223056.700,209022.500,215512.400,224943.600,0.000
259916.600,256377.500,385258.100,399142.400,223049.700,209018.300,215504.600,224938.900,0.000
259909.500,256373.300,385248.800,399141.000,223039.500,209015.700,215503.800,224940.700,0.000
259909.200,256369.700,385247.800,399143.600,223042.900,209019.100,215508.700,224945.800,0.000
259910.400,256366.700,385249.800,399144.100,223054.700,209022.600,215514.700,224947.600,0.000
259906.900,256364.600,385248.100,399140.800,223048.700,209021.400,215511.200,224942.700,0.000
259907.700,256369.800,385250.900,399143.300,223039.800,209022.300,215508.500,224944.300,0.000
259907.300,256370.400,385244.700,399145.900,223041.600,209023.500,215508.400,224945.000,0.000
259913.100,256373.400,385253.000,399157.100,223057.300,209027.400,215517.300,224947.700,0.000
259910.700,256370.100,385248.700,399147.600,223056.000,209025.800,215516.000,224946.400,0.000
259902.400,256367.800,385236.900,399135.000,223038.700,209017.500,215506.500,224937.200,0.000
259901.500,256368.400,385240.200,399139.000,223035.800,209016.600,215508.400,224937.400,0.000
259909.000,256373.200,385236.500,399148.200,223047.300,209022.200,215518.400,224940.700,0.000
259911.800,256376.600,385233.500,399150.500,223053.000,209024.900,215521.900,224944.200,0.000
259900.500,256369.900,385219.900,399133.200,223036.800,209015.500,215507.800,224934.000,0.000
259901.800,256369.000,385226.800,399133.000,223032.300,209014.700,215503.800,224933.500,0.000
259904.600,256366.600,385229.600,399131.100,223043.700,209015.500,215508.800,224935.500,0.000
259913.800,256377.700,385243.300,399143.300,223052.500,209021.100,215519.300,224944.500,0.000
259912.900,256381.500,385244.400,399139.000,223042.000,209022.300,215515.900,224943.700,0.000
259906.600,256377.900,385244.500,399132.600,223031.300,209017.600,215510.900,224939.700,0.000
259913.200,256380.600,385250.800,399138.300,223041.400,209021.800,215519.200,224944.800,0.000
259917.600,256384.400,385250.900,399149.300,223054.000,209028.100,215524.400,224949.200,0.000
259910.800,256381.200,385248.500,399139.200,223045.500,209024.900,215515.800,224946.400,0.000
259913.100,256385.500,385248.300,399138.500,223035.000,209022.500,215513.800,224946.400,0.000
259913.800,256386.500,385255.400,399147.200,223045.200,209027.100,215518.600,224950.600,0.000
259915.300,256384.600,385258.500,399151.900,223059.600,209030.700,215523.900,224953.200,0.000
259911.300,256382.000,385247.400,399146.600,223049.600,209026.200,215520.600,224952.900,0.000
259913.300,256384.200,385244.500,399149.300,223040.800,209026.400,215521.400,224956.400,0.000
259914.200,256383.500,385241.100,399144.900,223039.200,209023.500,215522.700,224954.100,0.000
259922.800,256387.500,385253.600,399155.400,223057.500,209031.200,215533.200,224958.300,0.000
259917.700,256383.200,385250.000,399147.000,223054.300,209029.400,215529.100,224953.200,0.000
259905.900,256374.300,385236.400,399133.200,223038.800,209023.200,215518.300,224945.000,0.000
259906.000,256376.000,385236.100,399138.200,223039.700,209025.300,215522.300,224949.900,0.000
259913.600,256380.300,385244.500,399145.400,223055.800,209031.200,215532.200,224959.300,0.000
259909.300,256377.800,385235.400,399139.200,223055.000,209030.300,215527.400,224956.400,0.000
259906.500,256377.000,385236.200,399134.000,223041.800,209026.000,215519.900,224949.400,0.000
259898.800,256368.900,385226.500,399128.800,223035.600,209025.200,215522.800,224951.600,0.000
259906.900,256372.900,385243.100,399132.700,223050.900,209035.400,215531.500,224960.100,0.000
259909.100,256373.000,385246.500,399134.100,223057.600,209038.800,215532.200,224959.000,0.000
259903.100,256371.500,385241.100,399130.700,223045.000,209030.400,215522.100,224950.700,0.000
259905.700,256376.700,385249.800,399129.900,223043.200,209028.400,215521.400,224954.500,0.000
259914.300,256380.300,385253.300,399134.400,223052.700,209029.400,215526.300,224957.700,0.000
259915.400,256381.500,385252.200,399139.000,223058.900,209030.300,215529.200,224957.400,0.000
259913.100,256381.000,385243.500,399136.700,223045.700,209025.400,215521.500,224950.900,0.000
259911.300,256377.700,385238.500,399126.500,223034.300,209016.500,215512.400,224943.400,0.000
259922.200,256386.100,385246.600,399137.900,223046.100,209020.900,215521.900,224952.800,0.000
259930.400,256391.800,385252.900,399141.900,223055.800,209025.500,215528.600,224956.100,0.000
259928.200,256390.300,385248.100,399137.100,223046.600,209023.500,215523.400,224952.400,0.000
259923.400,256389.500,385239.300,399134.200,223036.800,209020.200,215519.200,224949.000,0.000
259927.200,256392.300,385244.500,399140.300,223045.600,209026.600,215529.400,224954.900,0.000
259932.000,256393.800,385249.700,399146.000,223060.500,209034.500,215536.400,224960.500,0.000
259934.300,256398.200,385254.300,399145.900,223059.100,209035.800,215535.700,224961.200,0.000
259932.300,256397.400,385257.000,399138.600,223048.600,209036.500,215536.200,224960.800,0.000
259927.600,256390.000,385242.900,399136.300,223050.100,209039.800,215537.500,224961.500,0.000
259932.700,256392.800,385245.700,399144.800,223068.000,209048.500,215544.600,224964.900,0.000
259935.000,256397.400,385251.700,399148.200,223071.500,209052.700,215547.500,224968.800,0.000
259926.500,256392.400,385258.600,399133.300,223062.500,209049.400,215542.300,224965.800,0.000
259931.000,256396.600,385265.300,399133.700,223065.400,209053.300,215546.200,224969.200,0.000
259939.000,256400.400,385271.600,399144.300,223079.500,209057.900,215552.600,224970.500,0.000
259943.100,256401.700,385273.300,399145.900,223081.200,209056.400,215552.000,224972.600,0.000
259934.800,256397.200,385257.300,399139.700,223062.600,209047.300,215540.900,224968.700,0.000
259933.700,256396.700,385258.300,399139.200,223060.300,209047.700,215541.400,224968.700,0.000
259944.800,256403.500,385263.300,399150.400,223077.900,209053.500,215552.000,224977.100,0.000
259946.200,256402.600,385264.000,399148.900,223081.200,209051.900,215552.500,224981.500,0.000
259930.300,256390.700,385251.800,399128.000,223060.900,209039.800,215535.300,224970.000,0.000
259930.100,256392.800,385249.400,399130.400,223051.100,209033.500,215532.600,224965.000,0.000
259939.800,256395.400,385262.900,399133.700,223061.100,209037.900,215542.300,224969.700,0.000
259945.400,256399.700,385263.500,399139.100,223070.300,209044.000,215549.100,224975.100,0.000
259942.000,256401.900,385263.300,399141.200,223062.300,209044.100,215544.000,224973.300,0.000
259937.300,256401.000,385265.900,399141.100,223054.500,209046.000,215541.500,224972.200,0.000
259939.000,256398.400,385263.500,399141.500,223059.900,209047.100,215543.300,224971.600,0.000
259938.500,256394.500,385260.600,399137.400,223068.500,209045.700,215541.600,224967.300,0.000
259933.700,256392.000,385257.600,399134.800,223065.900,209047.000,215542.900,224969.800,0.000
259932.400,256391.200,385253.200,399131.500,223057.100,209043.000,215538.200,224966.300,0.000
259929.000,256388.500,385248.700,399128.300,223058.800,209041.900,215539.700,224966.200,0.000
259928.500,256386.100,385249.600,399126.700,223075.300,209048.100,215546.300,224970.600,0.000
259921.500,256381.000,385251.700,399121.200,223070.700,209045.900,215540.800,224969.500,0.000
259916.900,256379.400,385248.500,399114.800,223059.600,209044.000,215534.400,224965.800,0.000
259923.500,256382.500,385249.300,399120.900,223056.100,209044.600,215538.100,224966.200,0.000
259937.500,256391.200,385267.000,399135.900,223074.700,209055.200,215552.000,224975.500,0.000
259932.300,256389.400,385262.700,399138.500,223072.100,209053.500,215549.300,224973.900,0.000
259923.500,256383.700,385259.000,399127.800,223056.000,209046.000,215541.900,224968.100,0.000
259923.500,256382.400,385253.300,399120.000,223051.800,209044.500,215540.800,224966.100,0.000
259929.000,256385.300,385257.800,399125.800,223063.100,209049.100,215545.800,224969.300,0.000
259923.400,256381.800,385253.300,399118.800,223060.000,209046.300,215542.300,224965.100,0.000
259916.900,256380.200,385250.800,399114.000,223045.700,209042.300,215534.500,224959.000,0.000
259918.400,256382.500,385251.900,399115.400,223040.300,209043.000,215533.300,224957.700,0.000
259930.100,256389.400,385256.400,399117.800,223057.200,209049.700,215539.400,224960.300,0.000
259936.300,256392.600,385260.800,399119.800,223066.900,209053.500,215544.500,224965.000,0.000
259928.300,256388.100,385247.100,399102.800,223050.000,209045.900,215534.000,224956.700,0.000
259926.500,256388.700,385245.400,399102.300,223041.400,209039.800,215530.600,224954.300,0.000
259925.400,256386.000,385239.600,399107.800,223051.300,209041.900,215538.200,224958.100,0.000
259927.500,256385.300,385243.800,399110.800,223058.000,209043.200,215540.600,224959.900,0.000
259920.700,256381.800,385236.900,399104.800,223043.900,209039.000,215532.900,224955.900,0.000
259912.300,256377.300,385228.400,399099.300,223032.300,209032.300,215523.700,224948.300,0.000
259918.600,256379.300,385234.700,399099.600,223040.400,209035.100,215529.500,224951.500,0.000
259923.000,256380.300,385237.800,399107.200,223051.600,209040.500,215536.000,224957.400,0.000
259914.700,256374.300,385234.900,399098.900,223043.700,209036.600,215528.300,224953.100,0.000
259916.000,256376.500,385240.100,399095.800,223037.900,209035.200,215524.600,224953.400,0.000
259922.800,256381.500,385245.800,399103.300,223044.400,209037.700,215532.100,224958.300,0.000
259931.200,256388.400,385259.900,399112.600,223062.700,209044.800,215543.100,224964.500,0.000
259925.800,256384.600,385249.000,399103.600,223053.100,209038.500,215532.200,224955.700,0.000
259917.600,256380.900,385243.300,399093.800,223036.800,209031.300,215523.000,224950.600,0.000
259917.800,256381.000,385240.800,399097.100,223037.300,209029.100,215524.800,224952.700,0.000
259930.300,256388.900,385251.000,399109.800,223052.800,209040.600,215538.000,224962.000,0.000
259928.300,256388.000,385248.300,399107.500,223051.600,209041.900,215536.600,224961.700,0.000
259920.200,256382.400,385233.100,399096.100,223037.000,209035.300,215527.700,224957.000,0.000
259925.400,256386.900,385233.000,399099.700,223037.900,209038.100,215528.300,224957.500,0.000
259931.200,256388.700,385234.800,399100.700,223055.100,209045.100,215535.200,224962.700,0.000
259931.000,256391.600,385237.300,399102.800,223059.600,209046.300,215534.600,224964.100,0.000
259923.100,256388.900,385226.500,399100.900,223048.600,209043.700,215531.500,224962.600,0.000
259914.900,256381.000,385222.800,399084.900,223041.100,209039.400,215527.500,224957.200,0.000
259917.900,256378.700,385228.600,399087.800,223052.000,209042.200,215532.800,224958.700,0.000
259921.800,256379.700,385232.700,399085.800,223058.900,209040.900,215533.500,224958.800,0.000
259921.600,256381.900,385236.700,399084.300,223053.700,209042.100,215530.100,224957.200,0.000
259919.000,256382.700,385227.600,399087.200,223049.000,209041.800,215527.700,224956.400,0.000
259924.600,256388.200,385226.900,399100.000,223059.000,209042.300,215531.300,224958.800,0.000
259925.900,256386.700,385231.800,399096.800,223070.300,209045.900,215537.000,224959.800,0.000
259920.700,256383.500,385230.000,399095.600,223060.000,209043.000,215533.800,224958.300,0.000
259914.400,256377.300,385230.400,399080.700,223051.400,209039.300,215526.800,224951.500,0.000
259919.800,256379.100,385235.300,399088.900,223059.200,209042.600,215532.400,224956.500,0.000
259923.800,256381.100,385230.400,399093.600,223075.900,209050.900,215539.900,224961.900,0.000
259915.500,256376.000,385226.800,399080.500,223064.600,209044.200,215530.500,224954.800,0.000
259902.800,256369.900,385212.600,399078.600,223049.600,209034.600,215524.400,224951.000,0.000
259905.900,256372.900,385221.500,399080.900,223054.900,209036.800,215531.300,224955.800,0.000
259919.000,256381.000,385231.500,399091.000,223071.100,209046.300,215542.400,224964.800,0.000
259924.300,256385.900,385228.000,399093.400,223068.500,209047.500,215539.600,224964.600,0.000
259929.500,256390.500,385228.700,399094.800,223060.000,209044.200,215538.000,224964.800,0.000
259931.500,256393.100,385233.100,399095.100,223060.900,209045.700,215541.200,224965.000,0.000
259936.000,256395.500,385231.100,399099.300,223070.100,209046.800,215547.900,224967.300,0.000
259933.300,256392.000,385222.800,399093.000,223069.300,209043.300,215547.500,224967.500,0.000
259925.700,256385.300,385218.600,399087.800,223060.300,209039.400,215542.100,224960.500,0.000
259920.300,256381.700,385216.800,399086.900,223056.000,209037.900,215544.400,224959.900,0.000
259921.700,256379.400,385221.300,399083.500,223071.700,209043.800,215552.400,224963.000,0.000
259914.300,256370.600,385208.500,399081.200,223074.300,209044.100,215550.900,224962.000,0.000
259912.000,256369.500,385198.300,399076.800,223064.100,209040.700,215545.900,224962.100,0.000
259919.900,256379.400,385216.100,399084.000,223067.800,209046.100,215547.700,224964.100,0.000
259927.800,256383.900,385216.300,399094.200,223081.100,209050.400,215554.400,224970.200,0.000
259923.400,256379.000,385211.100,399081.200,223083.500,209045.400,215548.300,224962.600,0.000
259917.900,256377.600,385203.200,399073.400,223072.400,209041.000,215541.300,224959.000,0.000
259912.300,256371.900,385200.300,399071.300,223061.600,209032.700,215535.600,224954.600,0.000
259916.700,256375.200,385199.800,399076.800,223071.700,209035.200,215540.300,224957.100,0.000
259920.400,256376.800,385200.600,399078.900,223084.100,209039.800,215544.300,224960.600,0.000
259917.800,256376.700,385193.000,399076.700,223074.300,209035.100,215537.100,224958.900,0.000
259914.100,256375.100,385191.000,399075.900,223064.500,209030.500,215531.900,224956.500,0.000
259910.400,256368.500,385182.200,399067.300,223071.400,209032.700,215536.200,224954.900,0.000
259918.600,256373.100,385183.400,399073.700,223086.300,209040.400,215543.100,224959.000,0.000
259918.500,256375.400,385182.100,399071.000,223079.400,209041.500,215541.700,224962.000,0.000
259910.700,256372.800,385173.600,399060.800,223062.000,209032.500,215534.700,224958.100,0.000
259915.300,256376.000,385170.700,399066.400,223066.800,209033.400,215538.800,224957.700,0.000
259922.400,256381.000,385179.500,399074.800,223083.000,209042.700,215547.500,224962.600,0.000
259915.700,256376.600,385169.400,399068.400,223075.200,209039.700,215541.400,224958.600,0.000
259913.600,256375.600,385167.200,399065.300,223066.200,209039.800,215538.900,224959.700,0.000
259916.300,256377.700,385160.700,399063.300,223063.200,209037.900,215540.700,224959.000,0.000
259921.700,256378.500,385165.600,399068.300,223083.900,209048.500,215553.000,224966.800,0.000
259923.200,256380.000,385170.900,399069.500,223090.800,209055.000,215556.100,224973.000,0.000
259915.900,256377.500,385167.000,399064.300,223077.600,209051.300,215547.200,224970.600,0.000
259916.600,256379.300,385163.700,399064.800,223075.400,209050.900,215544.600,224968.700,0.000
259927.700,256383.800,385171.200,399069.900,223086.700,209054.200,215549.000,224967.500,0.000
259931.400,256387.800,385178.300,399077.200,223093.500,209058.500,215552.100,224972.100,0.000
259926.300,256385.900,385181.200,399075.100,223087.200,209059.700,215550.200,224976.200,0.000
259925.100,256385.900,385161.300,399076.200,223075.500,209056.200,215549.900,224977.600,0.000
259927.900,256383.400,385163.800,399076.700,223088.000,209060.300,215556.800,224980.500,0.000
259931.100,256386.100,385169.400,399077.100,223094.200,209061.500,215560.200,224982.300,0.000
259921.200,256382.000,385158.900,399061.200,223077.400,209055.300,215550.700,224975.100,0.000
259917.100,256380.000,385155.600,399060.700,223069.900,209054.800,215546.000,224970.200,0.000
259928.500,256386.400,385169.700,399070.300,223083.900,209064.000,215556.700,224976.200,0.000
259931.600,256388.500,385167.800,399070.800,223089.000,209062.200,215558.500,224976.400,0.000
259926.000,256386.500,385159.200,399064.200,223073.800,209054.000,215549.400,224970.600,0.000
259928.500,256389.400,385161.100,399065.700,223063.100,209050.900,215544.000,224971.300,0.000
259928.100,256386.900,385157.700,399059.700,223067.600,209051.700,215543.800,224969.300,0.000
259932.000,256387.900,385154.900,399061.800,223074.100,209052.400,215547.800,224968.600,0.000
259924.700,256384.000,385148.100,399055.400,223068.200,209050.300,215544.200,224966.200,0.000
259915.300,256378.500,385143.200,399046.200,223060.700,209046.100,215535.900,224958.900,0.000
259918.100,256381.100,385147.800,399050.500,223060.900,209043.300,215537.800,224958.700,0.000
259924.100,256385.300,385151.300,399061.600,223077.100,209048.400,215549.200,224965.700,0.000
259920.100,256384.200,385149.000,399055.000,223072.900,209046.600,215546.500,224963.800,0.000
259911.500,256376.100,385145.900,399041.600,223057.800,209041.100,215535.900,224956.400,0.000
259907.200,256371.300,385141.800,399037.600,223053.300,209035.400,215528.400,224948.100,0.000
259918.200,256379.200,385148.600,399055.800,223070.300,209043.700,215538.900,224957.100,0.000
259916.900,256377.600,385142.600,399050.300,223068.800,209042.100,215540.800,224959.400,0.000
259909.500,256371.400,385136.700,399042.400,223054.000,209035.200,215537.400,224955.400,0.000
259908.300,256370.300,385135.600,399045.100,223051.500,209036.900,215540.800,224959.000,0.000
259918.400,256376.800,385143.000,399056.600,223068.300,209047.300,215551.700,224970.400,0.000
259917.700,256374.700,385143.200,399055.500,223067.800,209046.000,215548.800,224968.000,0.000
259918.000,256377.600,385154.600,399053.100,223057.400,209041.600,215540.500,224965.000,0.000
259920.800,256381.900,385134.300,399058.100,223052.200,209039.800,215537.900,224965.000,0.000
259929.300,256386.000,385135.400,399058.100,223060.700,209044.300,215544.800,224969.500,0.000
259933.500,256387.300,385139.900,399062.100,223070.300,209051.300,215551.300,224971.900,0.000
259929.600,256388.500,385142.100,399060.100,223066.000,209052.900,215550.200,224969.300,0.000
259925.000,256386.400,385131.700,399055.800,223056.500,209049.100,215546.800,224967.500,0.000
259923.200,256383.400,385126.500,399054.900,223058.600,209046.700,215544.000,224964.700,0.000
259925.000,256381.300,385133.400,399054.900,223070.000,209051.000,215546.400,224965.800,0.000
259917.800,256376.500,385137.700,399041.800,223061.200,209049.800,215540.900,224962.800,0.000
259912.000,256373.500,385133.100,399042.000,223050.400,209049.300,215538.800,224963.400,0.000
259918.900,256376.400,385138.000,399049.100,223055.500,209051.000,215542.000,224961.600,0.000
259932.700,256386.300,385145.300,399055.600,223073.400,209058.400,215552.500,224966.100,0.000
259929.000,256385.600,385151.100,399047.400,223070.500,209055.100,215546.500,224962.100,0.000
259921.700,256381.500,385141.900,399039.400,223059.400,209050.300,215540.700,224958.800,0.000
259928.200,256385.300,385145.100,399051.300,223065.100,209055.300,215546.600,224967.000,0.000
259933.500,256387.200,385154.500,399056.100,223079.900,209060.200,215555.400,224972.700,0.000
259923.700,256380.200,385139.500,399045.100,223069.300,209050.000,215549.100,224967.700,0.000
259919.200,256376.800,385140.700,399042.000,223056.700,209046.000,215547.400,224967.400,0.000
259919.000,256375.500,385139.900,399044.900,223058.200,209048.400,215553.600,224972.600,0.000
259922.900,256373.500,385138.800,399042.900,223074.100,209054.800,215562.000,224978.500,0.000
259922.000,256374.400,385140.600,399043.800,223074.600,209053.800,215559.300,224974.900,0.000
259911.300,256368.500,385128.100,399032.700,223055.900,209044.300,215544.800,224965.000,0.000
259906.400,256365.000,385121.800,399032.600,223049.000,209041.800,215542.400,224962.500,0.000
259913.300,256367.700,385116.000,399033.700,223056.500,209041.500,215545.800,224960.100,0.000
259908.400,256364.200,385113.100,399034.800,223057.600,209040.500,215543.700,224958.100,0.000
259906.000,256365.200,385116.000,399029.400,223048.300,209039.400,215536.000,224953.200,0.000
259907.300,256365.700,385117.300,399024.900,223045.100,209040.300,215535.700,224951.700,0.000
259918.000,256371.000,385124.600,399031.900,223060.100,209046.800,215544.200,224960.000,0.000
259920.200,256370.800,385122.400,399032.100,223064.300,209043.700,215541.500,224957.900,0.000
259913.000,256365.100,385117.300,399019.600,223047.000,209034.200,215531.800,224951.300,0.000
259911.800,256363.300,385112.400,399016.200,223038.800,209031.600,215530.600,224949.500,0.000
259916.100,256365.800,385119.800,399023.300,223049.500,209038.800,215540.700,224956.600,0.000
259920.800,256369.100,385126.200,399035.100,223063.300,209046.400,215550.000,224965.700,0.000
259911.200,256364.100,385120.600,399027.600,223058.100,209043.300,215544.900,224960.300,0.000
259903.600,256359.600,385109.800,399012.300,223044.400,209038.600,215538.700,224955.200,0.000
259901.400,256354.200,385107.600,399010.700,223044.400,209038.100,215539.900,224954.900,0.000
259910.800,256360.600,385112.400,399022.100,223062.000,209049.100,215550.400,224962.000,0.000
259913.100,256365.600,385114.400,399023.900,223061.600,209049.200,215549.900,224966.700,0.000
259905.100,256361.100,385108.300,399019.000,223047.500,209039.700,215540.200,224960.800,0.000
259901.900,256357.600,385105.200,399020.600,223044.000,209036.400,215537.300,224956.900,0.000
259905.500,256356.500,385106.400,399028.500,223056.000,209040.100,215542.800,224959.500,0.000
259905.200,256355.800,385105.700,399019.300,223055.500,209039.200,215537.700,224953.700,0.000
259900.600,256355.700,385093.300,399011.500,223044.600,209035.800,215532.200,224950.400,0.000
259901.000,256355.400,385098.000,399015.200,223039.500,209033.400,215533.400,224950.600,0.000
259905.500,256355.200,385101.700,399026.400,223055.500,209040.600,215544.200,224957.600,0.000
259904.400,256353.600,385107.700,399025.900,223060.200,209041.200,215544.900,224954.900,0.000
259899.100,256353.000,385105.200,399017.000,223047.400,209037.000,215536.800,224949.100,0.000
259901.300,256356.600,385109.400,399018.700,223042.200,209037.700,215539.700,224952.300,0.000
259906.500,256357.200,385111.500,399022.100,223051.600,209038.900,215543.600,224955.800,0.000
259909.800,256358.800,385109.700,399019.900,223057.700,209041.700,215547.100,224957.900,0.000
259902.700,256354.000,385107.100,399010.900,223042.300,209034.600,215538.400,224953.000,0.000
259890.700,256345.700,385096.100,399001.100,223035.200,209030.300,215534.000,224948.500,0.000
259897.400,256352.000,385095.800,399011.000,223044.000,209032.900,215539.100,224953.400,0.000
259901.100,256353.400,385095.900,399008.400,223046.600,209030.500,215535.600,224949.100,0.000
259894.300,256348.700,385091.600,398994.900,223030.000,209021.700,215527.300,224941.200,0.000
259893.900,256350.900,385092.000,398996.700,223019.500,209020.900,215526.900,224939.700,0.000
259894.700,256351.300,385093.700,398996.400,223026.500,209024.700,215529.400,224938.500,0.000
259906.400,256359.600,385102.400,399008.500,223044.300,209034.400,215538.600,224946.500,0.000
259907.800,256363.200,385104.800,399005.000,223041.000,209033.500,215533.700,224944.800,0.000
259902.400,256359.400,385097.400,399002.300,223029.100,209027.300,215525.700,224938.700,0.000
259900.500,256356.300,385097.600,398995.400,223032.300,209029.900,215526.300,224938.600,0.000
259903.900,256357.100,385104.800,399001.700,223047.900,209035.400,215531.500,224942.500,0.000
259899.600,256353.500,385095.300,398994.800,223039.400,209027.400,215524.600,224937.600,0.000
259891.200,256348.900,385090.600,398988.300,223026.300,209020.000,215517.600,224935.500,0.000
259890.800,256348.600,385084.200,398987.400,223025.500,209019.300,215516.500,224932.700,0.000
259897.500,256350.700,385087.400,398996.900,223041.800,209027.800,215522.600,224937.200,0.000
259890.400,256343.900,385081.800,398986.300,223035.500,209021.200,215513.100,224931.800,0.000
259887.100,256342.700,385077.800,398984.400,223019.800,209013.900,215505.300,224930.200,0.000
259888.100,256343.600,385082.000,398986.500,223017.900,209014.600,215507.700,224932.500,0.000
